95, 131
76, 145
42, 100
31, 105
78, 90
33, 150
59, 122
63, 146
7, 110
99, 130
54, 100
197, 50
277, 100
90. 105
22, 90
44, 105
40, 105
41, 60
124, 85
284, 120
320, 115
110, 75
127, 100
131, 90
172, 80
53, 80
149, 65
92, 70
51, 65
69, 65
24, 50
101, 60
240, 60
62, 55
43, 80
75, 50
161, 50
171, 60
11, 55
68, 40
97, 25
14, 0
